"","basin","region","site_name","sample","depth","unique","type","total_dd_count","sed_weight_kg","num_yrs_est_bulks","num_yrs_est_bulks_upper","num_yrs_est_bulks_lower","age_est_bulks","date_locality","date_unique","midpoint","interval_no","min","median","predicted_age_BP","max","predicted_age_AD_BC","perc_2.5","perc_25","median_num_years_per_sample","perc_75","perc_97.5","age_AD_BC","age_BP","depth_upper","thickness","thick.not.5","no_years","no_years_25","no_years_75","dd_kg","dd_kg_yr","dd_kg_yr_25","dd_kg_yr_75","age_group","sampling_year","log_sed_weight_kg","log_no_years","site_age","sample_age"
"61","Pacific","Gulf of Panama","Contadora","BF18-1-13",180,"BF18-1-13-180","core",27,0.15005,NA,NA,NA,NA,"Contadora","BF18-1-13-177.5",177.5,36,4268.975,4297,4297.503,4331,-2347.503,35.975,54.75,59,64.25,75,-2347,4297,175,5,"no",59,54.75,64.25,179.940019993336,3.04983084734467,3.28657570764083,2.80062287927371,"pre_exp",2018,-1.89678670709576,4.07753744390572,"Contadora pre_exp","BF18-1-13 pre_exp"
"62","Pacific","Gulf of Panama","Contadora","BF18-1-13",190,"BF18-1-13-190","core",14,0.14536,NA,NA,NA,NA,"Contadora","BF18-1-13-187.5",187.5,38,4384,4415,4415.59,4451,-2465.59,42,53,56,61,84.075,-2465,4415,185,5,"no",56,53,61,96.3126031920749,1.71986791414419,1.81721892815236,1.57889513429631,"pre_exp",2018,-1.92854185489422,4.02535169073515,"Contadora pre_exp","BF18-1-13 pre_exp"
"63","Pacific","Gulf of Panama","Contadora","BF18-1-13",195,"BF18-1-13-195","core",31,0.12844,NA,NA,NA,NA,"Contadora","BF18-1-13-192.5",192.5,39,4426,4453,4463.003,4618.675,-2513.003,17,37,39,43.25,157,-2503,4453,190,5,"no",39,37,43.25,241.35783245095,6.18866237053718,6.52318466083648,5.58052791794104,"pre_exp",2018,-2.05229340976082,3.66356164612965,"Contadora pre_exp","BF18-1-13 pre_exp"
"64","Pacific","Gulf of Panama","Contadora","BF18-1-13",205,"BF18-1-13-205","core",32,0.14076,NA,NA,NA,NA,"Contadora","BF18-1-13-202.5",202.5,41,4467.975,4528,4540.307,4780.05,-2590.307,14.975,36,37,38,77,-2578,4528,200,5,"no",37,36,38,227.337311736289,6.14425166854834,6.31492532600802,5.98256083516549,"pre_exp",2018,-1.96069896652875,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"65","Pacific","Gulf of Panama","Contadora","BF18-1-13",210,"BF18-1-13-210","core",25,0.12407,NA,NA,NA,NA,"Contadora","BF18-1-13-207.5",207.5,42,4484,4565,4577.261,4820.325,-2627.261,14,36,37,38,64,-2615,4565,205,5,"no",37,36,38,201.499153703554,5.44592307306904,5.59719871398762,5.30260930798827,"pre_exp",2018,-2.08690935652736,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"66","Pacific","Gulf of Panama","Contadora","BF18-1-13",220,"BF18-1-13-220","core",26,0.1136,NA,NA,NA,NA,"Contadora","BF18-1-13-217.5",217.5,44,4515.925,4641,4649.246,4899.075,-2699.246,13,36,37,38,49.025,-2691,4641,215,5,"no",37,36,38,228.87323943662,6.18576322801675,6.35758998435055,6.0229799851742,"pre_exp",2018,-2.17507177269509,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"67","Pacific","Gulf of Panama","Contadora","BF18-1-13",225,"BF18-1-13-225","core",18,0.13634,NA,NA,NA,NA,"Contadora","BF18-1-13-222.5",222.5,45,4531.925,4678,4684.218,4916.025,-2734.218,13,36,37,38,45.025,-2728,4678,220,5,"no",37,36,38,132.022883966554,3.56818605315011,3.66730233240428,3.47428642017248,"pre_exp",2018,-1.9926035130475,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"68","Pacific","Gulf of Panama","Contadora","BF18-1-13",235,"BF18-1-13-235","core",42,0.15604,NA,NA,NA,NA,"Contadora","BF18-1-13-232.5",232.5,47,4563.95,4753,4753.13,4967.05,-2803.13,12,35,37,38,43.025,-2803,4753,230,5,"no",37,35,38,269.161753396565,7.27464198369094,7.69033581133043,7.08320403675171,"pre_exp",2018,-1.85764289434368,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"69","Pacific","Gulf of Panama","Contadora","BF18-1-13",240,"BF18-1-13-240","core",16,0.11008,NA,NA,NA,NA,"Contadora","BF18-1-13-237.5",237.5,48,4584.925,4791,4787.589,4981.05,-2837.589,12,35,37,38,44.025,-2841,4791,235,5,"no",37,35,38,145.348837209302,3.92834695160277,4.15282392026578,3.8249694002448,"pre_exp",2018,-2.2065479047971,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"70","Pacific","Gulf of Panama","Contadora","BF18-1-13",250,"BF18-1-13-250","core",15,0.1309,NA,NA,NA,NA,"Contadora","BF18-1-13-247.5",247.5,50,4635,4866,4857.12,5009.025,-2907.12,12,36,37,38,47,-2916,4866,245,5,"no",37,36,38,114.591291061879,3.09706192059133,3.18309141838554,3.01556029110209,"pre_exp",2018,-2.03332160606628,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"71","Pacific","Gulf of Panama","Contadora","BF18-1-13",255,"BF18-1-13-255","core",16,0.12013,NA,NA,NA,NA,"Contadora","BF18-1-13-252.5",252.5,51,4659.825,4904,4892.275,5023.025,-2942.275,12,36,37,38,50.025,-2954,4904,250,5,"no",37,36,38,133.189045201032,3.59970392435222,3.69969570002867,3.50497487371137,"pre_exp",2018,-2.11918078924885,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"72","Pacific","Gulf of Panama","Contadora","BF18-1-13",265,"BF18-1-13-265","core",27,0.16102,NA,NA,NA,NA,"Contadora","BF18-1-13-262.5",262.5,53,4735,4979,4965.023,5052.025,-3015.023,12.975,36,37,38,70,-3029,4979,260,5,"no",37,36,38,167.681033411999,4.53191982194591,4.65780648366663,4.41265877399996,"pre_exp",2018,-1.8262266981103,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"73","Pacific","Gulf of Panama","Contadora","BF18-1-13",270,"BF18-1-13-270","core",24,0.16423,NA,NA,NA,NA,"Contadora","BF18-1-13-267.5",267.5,54,4791.925,5016,5002.853,5066,-3052.853,12,36,37,38,80.025,-3066,5016,265,5,"no",37,36,38,146.136515861901,3.94963556383516,4.05934766283058,3.8456977858395,"pre_exp",2018,-1.80648739463267,3.61091791264422,"Contadora pre_exp","BF18-1-13 pre_exp"
"74","Pacific","Gulf of Panama","Contadora","BF18-1-13",280,"BF18-1-13-280","core",29,0.14467,NA,NA,NA,NA,"Contadora","BF18-1-13-277.5",277.5,56,5050,5089,5091.13,5152.025,-3141.13,14,31,36,38,189.1,-3139,5089,275,5,"no",36,31,38,200.45621068639,5.56822807462194,6.46632937698031,5.27516343911552,"pre_exp",2018,-1.93329999234064,3.58351893845611,"Contadora pre_exp","BF18-1-13 pre_exp"
"75","Pacific","Gulf of Panama","Contadora","BF18-1-13",286,"BF18-1-13-286","core",19,0.13012,NA,NA,NA,NA,"Contadora","BF18-1-13-283",283,57,5077.975,5105,5146.488,5575.7,-3196.488,1,8,19,47,372.175,-3155,5105,280,6,"yes",19,8,47,146.019059329849,7.68521364893944,18.2523824162312,3.10678849637977,"pre_exp",2018,-2.03929817737699,2.94443897916644,"Contadora pre_exp","BF18-1-13 pre_exp"
"76","Pacific","Gulf of Panama","Contadora","BF18-1-12",15,"BF18-1-12-15","core",4,0.1008,NA,NA,NA,NA,"Contadora","BF18-1-12-13",13,3,-58,-53,-49.038,-4.925,1999.038,3,6,7,10,46.025,2003,-53,11,4,"yes",15,6,10,68.0503572643756,2.64550264550265,11.3417262107293,6.80503572643756,"modern",2018,-2.29461692334487,2.70805020110221,"Contadora modern","BF18-1-12 modern"
"77","Pacific","Gulf of Panama","Contadora","BF18-1-12",25,"BF18-1-12-25","core",2,0.10069,NA,NA,NA,NA,"Contadora","BF18-1-12-22.5",22.5,5,-47,-24,-9.725,94.075,1959.725,3,8,13,21,58.025,1974,-24,20,5,"no",13,8,21,19.8629456748436,1.52791889806489,2.48286820935545,0.945854555944932,"modern",2018,-2.29570878905461,2.56494935746154,"Contadora modern","BF18-1-12 modern"
"78","Pacific","Gulf of Panama","Contadora","BF18-1-12",30,"BF18-1-12-30","core",6,0.13356,NA,NA,NA,NA,"Contadora","BF18-1-12-27.5",27.5,6,-43.025,-10,4.648,113.05,1945.352,3,7,12,17,46.025,1960,-10,25,5,"no",12,7,17,44.9236298292902,3.74363581910752,6.41766140418431,2.64256646054648,"modern",2018,-2.01320446390668,2.484906649788,"Contadora modern","BF18-1-12 modern"
"79","Pacific","Gulf of Panama","Contadora","BF18-1-12",40,"BF18-1-12-40","core",11,0.18847,NA,NA,NA,NA,"Contadora","BF18-1-12-37.5",37.5,8,-35,16,29.756,142,1920.244,2,6.75,10,14,38,1934,16,35,5,"no",10,6.75,14,58.3647264816682,5.83647264816682,8.64662614543232,4.16890903440487,"modern",2018,-1.6688164359536,2.30258509299405,"Contadora modern","BF18-1-12 modern"
"80","Pacific","Gulf of Panama","Contadora","BF18-1-12",45,"BF18-1-12-45","core",10,0.11334,NA,NA,NA,NA,"Contadora","BF18-1-12-42.5",42.5,9,-30.025,30,41.911,152.025,1908.089,2,6,10,14,40.025,1920,30,40,5,"no",10,6,14,88.2301041115228,8.82301041115229,14.7050173519205,6.3021502936802,"modern",2018,-2.17736312824066,2.30258509299405,"Contadora modern","BF18-1-12 modern"
"81","Pacific","Gulf of Panama","Contadora","BF18-1-12",224,"BF18-1-12-224","core",28,0.1818,NA,NA,NA,NA,"Contadora","BF18-1-12-221.5",221.5,45,3928,3956,3955.012,3970,-2005.012,1,4,6,8,16,-2006,3956,219,5,"no",6,4,8,154.015401540154,25.6692335900257,38.5038503850385,19.2519251925193,"pre_exp",2018,-1.70484809723876,1.79175946922805,"Contadora pre_exp","BF18-1-12 pre_exp"
"82","Pacific","Gulf of Panama","Contadora","BF18-1-12",234,"BF18-1-12-234","core",20,0.14794,NA,NA,NA,NA,"Contadora","BF18-1-12-231.5",231.5,47,3955,3974,3993.189,4224.45,-2043.189,2,7,10,22.25,230.1,-2024,3974,229,5,"no",10,7,22.25,135.189941868325,13.5189941868325,19.3128488383321,6.07595244352023,"pre_exp",2018,-1.91094849282242,2.30258509299405,"Contadora pre_exp","BF18-1-12 pre_exp"
"83","Pacific","Gulf of Panama","Contadora","BF18-1-12",239,"BF18-1-12-239","core",34,0.18106,NA,NA,NA,NA,"Contadora","BF18-1-12-236.5",236.5,48,3974,4039,4112.395,4635.175,-2162.395,5,26,61.5,148,562,-2089,4039,234,5,"no",61.5,26,148,187.783055340771,3.05338301367107,7.22242520541427,1.26880442797818,"pre_exp",2018,-1.70892681093484,4.11903717481247,"Contadora pre_exp","BF18-1-12 pre_exp"
"84","Pacific","Gulf of Panama","Saboga","AT19-1-1",15,"AT19-1-1-15","core",5,0.1103,NA,NA,NA,NA,"Saboga","AT19-1-1-12.5",12.5,3,-62,-46,-37.476,44,1987.476,3,8,11,12,39.025,1996,-46,10,5,"no",23,8,12,19.9362041467305,1.97090937758682,2.49202551834131,1.66135034556087,"modern",2019,-2.20455135272268,3.13549421592915,"Saboga modern","AT19-1-1 modern"
"85","Pacific","Gulf of Panama","Saboga","AT19-1-1",25,"AT19-1-1-25","core",4,0.08338,NA,NA,NA,NA,"Saboga","AT19-1-1-22.5",22.5,5,-55,-23,-15.597,62.025,1965.597,3,7,11,12,25,1973,-23,20,5,"no",11,7,12,47.9731350443752,4.3611940949432,6.85330500633931,3.99776125369793,"modern",2019,-2.48434680652949,2.39789527279837,"Saboga modern","AT19-1-1 modern"
"86","Pacific","Gulf of Panama","Saboga","AT19-1-1",30,"AT19-1-1-30","core",9,0.09456,NA,NA,NA,NA,"Saboga","AT19-1-1-27.5",27.5,6,-51,-12,-5.645,68.05,1955.645,3,7,11,12,22.025,1962,-12,25,5,"no",11,7,12,95.1776649746193,8.65251499769266,13.5968092820885,7.93147208121827,"modern",2019,-2.35852072532435,2.39789527279837,"Saboga modern","AT19-1-1 modern"
"87","Pacific","Gulf of Panama","Saboga","AT19-1-1",40,"AT19-1-1-40","core",15,0.13664,NA,NA,NA,NA,"Saboga","AT19-1-1-37.5",37.5,8,-43.025,11,13.833,85,1936.167,2,6,11,11,21.025,1939,11,35,5,"no",11,6,11,109.777517564403,9.97977432403662,18.2962529274005,9.97977432403662,"modern",2019,-1.99040554894188,2.39789527279837,"Saboga modern","AT19-1-1 modern"
"88","Pacific","Gulf of Panama","Saboga","AT19-1-1",45,"AT19-1-1-45","core",10,0.11536,NA,NA,NA,NA,"Saboga","AT19-1-1-42.5",42.5,9,-38.025,22,23.166,89,1926.834,2.975,6,11,11,18,1928,22,40,5,"no",11,6,11,86.6851595006935,7.88046904551759,14.4475265834489,7.88046904551759,"modern",2019,-2.1596976054455,2.39789527279837,"Saboga modern","AT19-1-1 modern"
"89","Pacific","Gulf of Panama","Saboga","AT19-1-1",55,"AT19-1-1-55","core",13,0.10463,NA,NA,NA,NA,"Saboga","AT19-1-1-52.5",52.5,11,-29.025,44,41.786,97,1908.214,2,6,10,11,16,1906,44,50,5,"no",10,6,11,124.247347796999,12.4247347796999,20.7078912994998,11.2952134360908,"modern",2019,-2.25732496158918,2.30258509299405,"Saboga modern","AT19-1-1 modern"
"90","Pacific","Gulf of Panama","Saboga","AT19-1-1",220,"AT19-1-1-220","core",2,0.10733,NA,NA,NA,NA,"Saboga","AT19-1-1-217.5",217.5,44,2749.95,2987,2995.443,3233.05,-1045.443,12,33,49,64,87.025,-1037,2987,215,5,"no",49,33,64,18.6341190720209,0.380288144326957,0.564670274909723,0.291158110500326,"pre_exp",2019,-2.2318470784887,3.89182029811063,"Saboga pre_exp","AT19-1-1 pre_exp"
"91","Pacific","Gulf of Panama","Saboga","AT19-1-1",225,"AT19-1-1-225","core",1,0.10555,NA,NA,NA,NA,"Saboga","AT19-1-1-222.5",222.5,45,2777.95,3042,3044.126,3252,-1094.126,13,33,49,63,84,-1092,3042,220,5,"no",49,33,63,9.47418285172904,0.19335067044345,0.287096450052395,0.15038385478935,"pre_exp",2019,-2.24857050468781,3.89182029811063,"Saboga pre_exp","AT19-1-1 pre_exp"
"92","Pacific","Gulf of Panama","Saboga","AT19-1-1",235,"AT19-1-1-235","core",5,0.09691,NA,NA,NA,NA,"Saboga","AT19-1-1-232.5",232.5,47,2852,3159,3143.826,3283,-1193.826,12,34,51,64,92,-1209,3159,230,5,"no",51,34,64,51.5942627179858,1.01165221015658,1.51747831523488,0.806160354968528,"pre_exp",2019,-2.33397256623568,3.93182563272433,"Saboga pre_exp","AT19-1-1 pre_exp"
"93","Pacific","Gulf of Panama","Saboga","AT19-1-1",240,"AT19-1-1-240","core",7,0.12673,NA,NA,NA,NA,"Saboga","AT19-1-1-237.5",237.5,48,2931.775,3216,3196.359,3301,-1246.359,13,36,52,66,106.025,-1266,3216,235,5,"no",52,36,66,55.2355401246745,1.06222192547451,1.53432055901874,0.836902123101129,"pre_exp",2019,-2.06569643988816,3.95124371858143,"Saboga pre_exp","AT19-1-1 pre_exp"
"94","Pacific","Gulf of Panama","Saboga","AT19-1-1",250,"AT19-1-1-250","core",8,0.13456,NA,NA,NA,NA,"Saboga","AT19-1-1-247.5",247.5,50,3260.975,3328,3322.098,3358,-1372.098,15,38,53,70,244.1,-1378,3328,245,5,"no",53,38,70,59.4530321046373,1.12175532272901,1.56455347643782,0.849329030066248,"pre_exp",2019,-2.0057450827575,3.97029191355212,"Saboga pre_exp","AT19-1-1 pre_exp"
"95","Pacific","Gulf of Panama","Saboga","AT19-1-1",255,"AT19-1-1-255","core",7,0.12049,NA,NA,NA,NA,"Saboga","AT19-1-1-252.5",252.5,51,3334,3349,3354.294,3424.075,-1404.294,7,18,22,34,106.025,-1399,3349,250,5,"no",22,18,34,58.0961075607934,2.64073216185425,3.22756153115519,1.70870904590569,"pre_exp",2019,-2.11618851704695,3.09104245335832,"Saboga pre_exp","AT19-1-1 pre_exp"
"96","Pacific","Gulf of Panama","Saboga","AT19-1-1",265,"AT19-1-1-265","core",NA,NA,NA,NA,NA,NA,"Saboga","AT19-1-1-262.5",262.5,53,3351.975,3388,3391.459,3463,-1441.459,5.975,15,19,20,35,-1438,3388,260,5,"no",19,15,20,NA,NA,NA,NA,"pre_exp",2019,NA,2.94443897916644,"Saboga pre_exp","AT19-1-1 pre_exp"
"97","Pacific","Gulf of Panama","Saboga","AT19-1-1",270,"AT19-1-1-270","core",NA,NA,NA,NA,NA,NA,"Saboga","AT19-1-1-267.5",267.5,54,3358.975,3407,3408.503,3471.025,-1458.503,5,13,19,20,27,-1457,3407,265,5,"no",19,13,20,NA,NA,NA,NA,"pre_exp",2019,NA,2.94443897916644,"Saboga pre_exp","AT19-1-1 pre_exp"
"98","Pacific","Gulf of Panama","Saboga","AT19-1-1",280,"AT19-1-1-280","core",6,0.11025,NA,NA,NA,NA,"Saboga","AT19-1-1-277.5",277.5,56,3375,3446,3442.31,3489.025,-1492.31,5,14,19,20,26.025,-1496,3446,275,5,"no",19,14,20,54.421768707483,2.86430361618332,3.88726919339164,2.72108843537415,"pre_exp",2019,-2.20500476465518,2.94443897916644,"Saboga pre_exp","AT19-1-1 pre_exp"
"99","Pacific","Gulf of Panama","Saboga","AT19-1-1",285,"AT19-1-1-285","core",NA,NA,NA,NA,NA,NA,"Saboga","AT19-1-1-282.5",282.5,57,3386.975,3465,3459.876,3497,-1509.876,5,15,19,20,31,-1515,3465,280,5,"no",19,15,20,NA,NA,NA,NA,"pre_exp",2019,NA,2.94443897916644,"Saboga pre_exp","AT19-1-1 pre_exp"
"100","Pacific","Gulf of Panama","Saboga","AT19-1-1",295,"AT19-1-1-295","core",9,0.09278,NA,NA,NA,NA,"Saboga","AT19-1-1-292.5",292.5,59,3476.975,3508,3521.633,3604.05,-1571.633,8,19,26,48,144.125,-1558,3508,290,5,"no",26,19,48,97.0036645828842,3.73091017626478,5.10545603067812,2.02090967881009,"pre_exp",2019,-2.37752417965854,3.25809653802148,"Saboga pre_exp","AT19-1-1 pre_exp"
"101","Pacific","Gulf of Panama","Saboga","AT19-1-1",300,"AT19-1-1-300","core",6,0.07771,NA,NA,NA,NA,"Saboga","AT19-1-1-297.5",297.5,60,3543.975,3625,3659.607,4129.2,-1709.607,39.975,88,114,122,498.875,-1675,3625,295,5,"no",114,88,122,77.2101402650881,0.677281932149896,0.87738795755782,0.632870002172854,"pre_exp",2019,-2.55477132976099,4.7361984483945,"Saboga pre_exp","AT19-1-1 pre_exp"
"102","Pacific","Gulf of Panama","Saboga","AT19-1-1",310,"AT19-1-1-310","core",2,0.09366,NA,NA,NA,NA,"Saboga","AT19-1-1-307.5",307.5,62,3636.95,3867,3895.16,4356.075,-1945.16,36.975,96.75,118,124,225.025,-1917,3867,305,5,"no",118,96.75,124,21.3538330130258,0.180964686551066,0.220711452331016,0.172208330750208,"pre_exp",2019,-2.36808407522674,4.77068462446567,"Saboga pre_exp","AT19-1-1 pre_exp"
"103","Pacific","Gulf of Panama","Saboga","AT19-1-1",315,"AT19-1-1-315","core",1,0.12844,NA,NA,NA,NA,"Saboga","AT19-1-1-312.5",312.5,63,3681.9,3986,4002.598,4433.05,-2052.598,34,87,117,123,181.1,-2036,3986,310,5,"no",117,87,123,7.7857365306758,0.0665447566724428,0.0894912244905265,0.0632986709811041,"pre_exp",2019,-2.05229340976082,4.76217393479776,"Saboga pre_exp","AT19-1-1 pre_exp"
"104","Pacific","Gulf of Panama","Saboga","AT19-1-1",325,"AT19-1-1-325","core",2,0.10633,NA,NA,NA,NA,"Saboga","AT19-1-1-322.5",322.5,65,3793.85,4224.5,4212.918,4536.025,-2262.918,33,85,116,122,160.075,-2274.5,4224.5,320,5,"no",116,85,122,18.8093670647983,0.162149716075847,0.221286671350568,0.154175139875396,"pre_exp",2019,-2.24120781331914,4.75359019110636,"Saboga pre_exp","AT19-1-1 pre_exp"
"105","Pacific","Gulf of Panama","Saboga","AT19-1-1",330,"AT19-1-1-330","core",3,0.17121,NA,NA,NA,NA,"Saboga","AT19-1-1-327.5",327.5,66,3864.875,4346.5,4320.222,4585,-2370.222,34,86,117,123,182.025,-2396.5,4346.5,325,5,"no",117,86,123,17.5223409847556,0.149763598160304,0.20374815098553,0.142458056786631,"pre_exp",2019,-1.76486440576541,4.76217393479776,"Saboga pre_exp","AT19-1-1 pre_exp"
"106","Pacific","Gulf of Panama","Saboga","AT19-1-1",340,"AT19-1-1-340","core",8,0.13491,NA,NA,NA,NA,"Saboga","AT19-1-1-337.5",337.5,68,4108.875,4589,4554.677,4675.025,-2604.677,36,104,119,126,291.1,-2639,4589,335,5,"no",119,104,126,59.2987917871173,0.498309174681658,0.570180690260744,0.470625331643788,"pre_exp",2019,-2.00314738953141,4.77912349311153,"Saboga pre_exp","AT19-1-1 pre_exp"
"107","Pacific","Gulf of Panama","Saboga","AT19-1-1",345,"AT19-1-1-345","core",9,0.16351,NA,NA,NA,NA,"Saboga","AT19-1-1-342.5",342.5,69,4590.9,4704,4702.394,4865.075,-2752.394,40.975,95,116,129,529.2,-2754,4704,340,5,"no",116,95,129,55.042505045563,0.47450435384106,0.579394789953294,0.426686085624519,"pre_exp",2019,-1.81088112843564,4.75359019110636,"Saboga pre_exp","AT19-1-1 pre_exp"
"108","Pacific","Gulf of Panama","Saboga","AT19-1-2",15,"AT19-1-2-15","core",2,0.09977,NA,NA,NA,NA,"Saboga","AT19-1-2-12.5",12.5,3,-66,-61,-60.166,-51,2010.166,1,3,4,4,7,2011,-61,10,5,"no",8,3,4,19.4969779684149,2.50576325548762,6.4989926561383,4.87424449210372,"modern",2019,-2.30488774205672,2.07944154167984,"Saboga modern","AT19-1-2 modern"
"109","Pacific","Gulf of Panama","Saboga","AT19-1-2",40,"AT19-1-2-40","core",6,0.07832,NA,NA,NA,NA,"Saboga","AT19-1-2-37.5",37.5,8,-43,-34,-24.643,64,1974.643,3,7,10,17,78.1,1984,-34,35,5,"no",10,7,17,76.608784473953,7.6608784473953,10.9441120677076,4.50639908670312,"modern",2019,-2.54695228075988,2.30258509299405,"Saboga modern","AT19-1-2 modern"
"110","Pacific","Gulf of Panama","Saboga","AT19-1-2",45,"AT19-1-2-45","core",8,0.1013,NA,NA,NA,NA,"Saboga","AT19-1-2-42.5",42.5,9,-41,-23,-10.35,94,1960.35,2,7,10,15,49,1973,-23,40,5,"no",10,7,15,78.9733464955577,7.89733464955578,11.2819066422225,5.26488976637052,"modern",2019,-2.2896688677275,2.30258509299405,"Saboga modern","AT19-1-2 modern"
"111","Pacific","Gulf of Panama","Saboga","AT19-1-2",55,"AT19-1-2-55","core",16,0.15121,NA,NA,NA,NA,"Saboga","AT19-1-2-52.5",52.5,11,-34.025,-3,12.623,119,1937.377,2,6,10,11,30.025,1953,-3,50,5,"no",10,6,11,105.813107598704,10.5813107598704,17.6355179331173,9.61937341806398,"modern",2019,-1.88908567985756,2.30258509299405,"Saboga modern","AT19-1-2 modern"
"112","Pacific","Gulf of Panama","Saboga","AT19-1-2",60,"AT19-1-2-60","core",11,0.15738,NA,NA,NA,NA,"Saboga","AT19-1-2-57.5",57.5,12,-31.025,8,22.711,128.1,1927.289,2,6,10,11,28.025,1942,8,55,5,"no",10,6,11,69.8945228110306,6.98945228110306,11.6490871351718,6.35404752827551,"modern",2019,-1.8490920158753,2.30258509299405,"Saboga modern","AT19-1-2 modern"
"113","Pacific","Gulf of Panama","Saboga","AT19-1-2",70,"AT19-1-2-70","core",12,0.12382,NA,NA,NA,NA,"Saboga","AT19-1-2-67.5",67.5,14,-25,28,42.308,143.025,1907.692,2,5,9,11,27,1922,28,65,5,"no",9,5,11,96.9148764335325,10.7683196037258,19.3829752867065,8.81044331213932,"modern",2019,-2.08892638089105,2.19722457733622,"Saboga modern","AT19-1-2 modern"
"114","Pacific","Gulf of Panama","Saboga","AT19-1-2",75,"AT19-1-2-75","core",12,0.14045,NA,NA,NA,NA,"Saboga","AT19-1-2-72.5",72.5,15,-21.025,38,51.298,147,1898.702,2,5,8,11,25.025,1912,38,70,5,"no",8,5,11,85.439658241367,10.6799572801709,17.0879316482734,7.76724165830609,"modern",2019,-1.96290372543188,2.07944154167984,"Saboga modern","AT19-1-2 modern"
"115","Pacific","Gulf of Panama","Saboga","AT19-1-2",280,"AT19-1-2-280","core",5,0.12708,NA,NA,NA,NA,"Saboga","AT19-1-2-277.5",277.5,56,2642,3082.5,3103.74,3673.025,-1153.74,14,38,63,75,153.025,-1132.5,3082.5,275,5,"no",63,38,75,39.3452943028014,0.624528480996847,1.03540248165267,0.524603924037352,"pre_exp",2019,-2.06293846958082,4.14313472639153,"Saboga pre_exp","AT19-1-2 pre_exp"
"116","Pacific","Gulf of Panama","Saboga","AT19-1-2",325,"AT19-1-2-325","core",3,0.1196,NA,NA,NA,NA,"Saboga","AT19-1-2-322.5",322.5,65,2996.925,3750,3678.025,3955,-1728.025,17,41,72,76,172.025,-1800,3750,320,5,"no",72,41,76,25.0836120401338,0.348383500557414,0.611795415613019,0.330047526843866,"pre_exp",2019,-2.12360243746561,4.27666611901606,"Saboga pre_exp","AT19-1-2 pre_exp"
"117","Pacific","Gulf of Panama","Saboga","AT19-1-2",330,"AT19-1-2-330","core",8,0.13714,NA,NA,NA,NA,"Saboga","AT19-1-2-327.5",327.5,66,3076.85,3825,3749.667,3979.025,-1799.667,17,43,73,77,194.125,-1875,3825,325,5,"no",73,43,77,58.3345486364299,0.799103405978492,1.35661741014953,0.757591540732856,"pre_exp",2019,-1.98675297712592,4.29045944114839,"Saboga pre_exp","AT19-1-2 pre_exp"
"118","Pacific","Gulf of Panama","Saboga","AT19-1-2",340,"AT19-1-2-340","core",6,0.08304,NA,NA,NA,NA,"Saboga","AT19-1-2-337.5",337.5,68,3443.65,3975,3919.897,4033.025,-1969.897,19,50,74,87,346.025,-2025,3975,335,5,"no",74,50,87,72.2543352601156,0.976409935947508,1.44508670520231,0.830509600690984,"pre_exp",2019,-2.48843285956456,4.30406509320417,"Saboga pre_exp","AT19-1-2 pre_exp"
"119","Pacific","Gulf of Panama","Saboga","AT19-1-2",345,"AT19-1-2-345","core",3,0.06665,NA,NA,NA,NA,"Saboga","AT19-1-2-342.5",342.5,69,3890.225,4049,4041.853,4191.025,-2091.853,22.975,54,73,115.25,558.2,-2099,4049,340,5,"no",73,54,115.25,45.0112528132033,0.616592504290456,0.833541718763024,0.390553169745799,"pre_exp",2019,-2.70830023235742,4.29045944114839,"Saboga pre_exp","AT19-1-2 pre_exp"
"120","Pacific","Gulf of Panama","Saboga","AT19-1-3",15,"AT19-1-3-15","core",7,0.17195,NA,NA,NA,NA,"Saboga","AT19-1-3-12.5",12.5,3,-47,1,12.904,151.025,1937.096,9,26,35,37,87.075,1949,1,10,5,"no",70,26,37,54.5181954477307,0.581564408258215,2.09685367106656,1.47346474183056,"modern",2019,-1.76055154210386,4.24849524204936,"Saboga modern","AT19-1-3 modern"
"121","Pacific","Gulf of Panama","Saboga","AT19-1-3",205,"AT19-1-3-205","core",9,0.08662,NA,NA,NA,NA,"Saboga","AT19-1-3-202.5",202.5,41,2679.95,2997,2987.533,3244,-1037.533,9.975,22,38,49,100,-1047,2997,200,5,"no",38,22,49,103.902101131378,2.7342658192468,4.72282277869902,2.12045104349752,"pre_exp",2019,-2.44622454319566,3.63758615972639,"Saboga pre_exp","AT19-1-3 pre_exp"
